Ticket_no,Customer complaints,Date,Date_month_year,Time,Received via,City,State,Zip,Status,Filling on behalf of someone
353614,Comcast Internet,2015-06-20,20 June 2015,10:58:15,Customer Care Call,Blaine,Washington,98230,Solved,No
350810,Comcast billing after discontinuation of service,2015-06-18,18 June 2015,22:52:12,Customer Care Call,Blairstown,New Jersey,7825,Solved,No
347021,COMPLAINT AGAINST COMCAST,2015-06-17,17 June 2015,18:54:21,Customer Care Call,Bloomfield,Michigan,48302,Open,No
347789,Comcast data cap,2015-06-18,18 June 2015,03:22:37,Internet,Bloomingdale,Georgia,31302,Open,No
358822,Comcast Issues,2015-06-23,23 June 2015,15:05:04,Internet,Bloomingdale,Georgia,31302,Pending,No
249465,Comcast charging a fee without disclosing,2015-04-22,22 April 2015,08:44:27,Internet,Bloomington,Illinois,61701,Closed,No
360372,increased bill,2015-06-23,23 June 2015,22:36:29,Internet,Bloomington,Illinois,61704,Solved,No
360432,Incorrect charges and would not fix,2015-06-23,23 June 2015,23:00:41,Internet,Bloomington,Illinois,61701,Open,No
367310,Suspected Throttling,2015-06-26,26 June 2015,01:00:33,Internet,Bloomington,Illinois,61704,Open,Yes
251442,constant disruption of internet service,2015-04-22,22 April 2015,21:41:10,Customer Care Call,Bloomington,Indiana,47401,Closed,No
363940,Comcast Unfair Billing Practices,2015-06-25,25 June 2015,09:05:14,Customer Care Call,Bloomington,Indiana,47408,Solved,No
367449,Incorrect Billing and Service from Comcast,2015-06-26,26 June 2015,08:45:22,Internet,Bloomington,Indiana,47401,Solved,No
312775,Comcast reduced my internet speed,2015-05-28,28 May 2015,23:01:44,Customer Care Call,Bloomington,Minnesota,55420,Solved,No
360666,Keep getting charged rental fees for modem I already own,2015-06-24,24 June 2015,00:49:46,Customer Care Call,Bloomington,Minnesota,55431,Solved,No
327468,Dealing with Comcast/Xfinity,2015-07-06,06 July 2015,15:07:09,Internet,Bloominton,Illinois,61701,Closed,No
239613,Over Billing,2015-04-16,16 April 2015,15:03:03,Customer Care Call,Boca Raton,Florida,33496,Closed,No
253813,Billing,2015-04-23,23 April 2015,17:48:47,Customer Care Call,Boca Raton,Florida,33486,Closed,Yes
259141,Awful Service!,2015-04-27,27 April 2015,14:13:15,Internet,Boca Raton,Florida,33487,Closed,No
275079,Comcast bad practices,2015-05-05,05 May 2015,20:41:17,Internet,Boca Raton,Florida,33487,Closed,No
292598,Billing for equipment that was not provided to me,2015-05-15,15 May 2015,17:48:59,Customer Care Call,Boca Raton,Florida,33496,Open,No
294846,Comcast Speed Issues,2015-05-18,18 May 2015,12:52:13,Customer Care Call,Boca Raton,Florida,33434,Open,No
319332,Technical Support,2015-02-06,06 February 2015,16:28:50,Customer Care Call,Boca Raton,Florida,33432,Solved,No
353911,Failure to supply the proper Internet service,2015-06-20,20 June 2015,14:41:33,Customer Care Call,Boca Raton,Florida,33432,Solved,No
370148,Comcast disconnected my account without reason or notice,2015-06-27,27 June 2015,15:36:57,Customer Care Call,Boca Raton,Florida,33486,Open,No
376154,Bad Service/drop calls/no support,2015-06-30,30 June 2015,21:06:31,Internet,Boca Raton,Florida,33498,Open,No
375862,Modem rental fees,2015-06-30,30 June 2015,18:42:19,Internet,Boca Raton,Florida,33496,Open,No
234849,Comcast - issues galore,2015-04-14,14 April 2015,14:07:23,Internet,Bolton,Massachusetts,1740,Closed,No
344483,Monopolistic behavior,2015-06-16,16 June 2015,20:36:12,Customer Care Call,Bolton,Massachusetts,1740,Solved,No
315491,bait and switch pricing,2015-05-30,30 May 2015,22:38:41,Customer Care Call,Bordentown,New Jersey,8505,Open,No
240843,hbo go comcast,2015-04-17,17 April 2015,09:30:48,Customer Care Call,Boston,Massachusetts,2215,Closed,No
256620,Comcast Slow Internet,2015-04-25,25 April 2015,01:47:46,Customer Care Call,Boston,Massachusetts,2125,Solved,No
331321,Slow Internet Speeds,2015-09-06,06 September 2015,18:14:18,Customer Care Call,Boston,Massachusetts,2116,Solved,No
359031,Comcast Billing pratice,2015-06-23,23 June 2015,15:41:20,Customer Care Call,Boston,Massachusetts,2136,Solved,Yes
360419,Comcast overbilled me and added numerous hidden charges,2015-06-23,23 June 2015,22:58:16,Internet,Boston,Massachusetts,2114,Solved,No
362450,Unfair billing practices of Comcast,2015-06-24,24 June 2015,15:40:31,Customer Care Call,Boston,Massachusetts,2115,Solved,No
215573,HBO GO blocked on Amazon Fire TV,2015-02-04,04 February 2015,22:25:22,Internet,Bothell,Washington,98012,Closed,No
317979,Comcast Outage/poor service 6/1,2015-01-06,06 January 2015,22:07:53,Customer Care Call,Bothell,Washington,98021,Closed,No
231412,Comcast Agreement,2015-12-04,04 December 2015,19:29:06,Customer Care Call,Boulder,Colorado,80303,Closed,No
292412,False contract repersentation,2015-05-15,15 May 2015,16:34:23,Customer Care Call,Boulder,Colorado,80304,Solved,Yes
370586,Extremely low speeds and no help,2015-06-27,27 June 2015,21:57:04,Internet,Boulder,Colorado,80303,Open,No
370638,Comcast throttling download speed.,2015-06-27,27 June 2015,23:03:12,Customer Care Call,Boulder,Colorado,80305,Pending,No
215789,broadband interuption,2015-03-04,04 March 2015,09:11:15,Internet,Bourbonnais,Illinois,60914,Closed,No
260358,low internet speed,2015-04-27,27 April 2015,21:34:24,Internet,Bourbonnais,Illinois,60914,Closed,No
212818,Incorrect Billing,2015-01-04,04 January 2015,17:39:39,Customer Care Call,Boynton Beach,Florida,33426,Closed,No
338907,Comcast - Diversified Consultants,2015-06-13,13 June 2015,11:48:10,Internet,Bozeman,Montana,59715,Closed,No
371186,COMCAST BILLING FOR LAST @18 mos for services they are unable or unwilling to provide,2015-06-28,28 June 2015,17:50:11,Internet,Braintree,Massachusetts,2184,Open,No
228369,Comcast blocks HBO GO on PS4,2015-10-04,04 October 2015,11:17:48,Customer Care Call,Brandon,Mississippi,39047,Closed,No
329488,Comcast data usage charges,2015-08-06,06 August 2015,20:17:09,Customer Care Call,Brandon,Mississippi,39047,Solved,No
358865,Comcast Bandwidth Billing Issue,2015-06-23,23 June 2015,15:12:16,Customer Care Call,Brandon,Mississippi,39047,Solved,No
362663,Comcast Internet speeds,2015-06-24,24 June 2015,16:21:50,Internet,Branford,Connecticut,6405,Solved,No
235817,Comcast slow internet service,2015-04-14,14 April 2015,19:41:02,Internet,Braselton,Georgia,30517,Closed,No
354359,Comcast Slow Internet,2015-06-20,20 June 2015,22:01:52,Customer Care Call,Brentwood,California,94513,Open,No
316562,Comcast internet freezes up,2015-01-06,06 January 2015,12:10:43,Internet,Brentwood,Tennessee,37027,Solved,No
283105,Comcast changed my account plan after i said no about 2-3 times,2015-11-05,05 November 2015,11:02:33,Internet,Brick,New Jersey,8724,Solved,No
358373,lack of service from comcast,2015-06-23,23 June 2015,13:33:50,Customer Care Call,Brick,New Jersey,8724,Open,No
360353,Comcast,2015-06-23,23 June 2015,22:26:37,Customer Care Call,Brick,New Jersey,8724,Solved,No
360370,Comcast,2015-06-23,23 June 2015,22:35:42,Internet,Brick,New Jersey,8724,Solved,No
360980,credit for service outage 6/23/15,2015-06-24,24 June 2015,09:07:45,Internet,Brick,New Jersey,8723,Solved,No
300066,Unauthorized billing,2015-05-20,20 May 2015,17:28:54,Customer Care Call,Brier,Washington,98036,Solved,No
257589,Billing overcharges,2015-04-26,26 April 2015,09:46:58,Customer Care Call,Brigantine,New Jersey,8203,Closed,No
358720,internet/phone,2015-06-23,23 June 2015,14:41:50,Internet,Brighton,Colorado,80601,Solved,Yes
370683,Comcast Throttling My Internet,2015-06-28,28 June 2015,01:04:39,Customer Care Call,Brighton,Colorado,80602,Open,No
214442,Double billing from Comcast,2015-02-04,04 February 2015,14:20:22,Customer Care Call,Brighton,Michigan,48114,Closed,No
255005,Billing Over Charges,2015-04-24,24 April 2015,12:12:01,Internet,Brighton,Michigan,48116,Closed,No
358608,Internet Only,2015-06-23,23 June 2015,14:22:52,Customer Care Call,Bristol,Connecticut,6010,Solved,No
264505,Continuing overcharges,2015-04-29,29 April 2015,15:21:25,Customer Care Call,Bristol,Pennsylvania,19007,Closed,No
308086,Home Security Forgery/Fraud,2015-05-26,26 May 2015,17:59:35,Internet,Broadlands,Virginia,20148,Closed,No
355113,2+ Day Degraded Services,2015-06-22,22 June 2015,08:54:47,Internet,Broadway,Virginia,22815,Solved,No
363585,Internet Bill too high,2015-06-24,24 June 2015,22:11:44,Customer Care Call,Brockton,Massachusetts,2302,Solved,No
365533,Over paying for my Comcast Services,2015-06-25,25 June 2015,14:36:20,Internet,Brockton,Massachusetts,2302,Solved,Yes
294208,Fees not disclosed before service was installed,2015-05-17,17 May 2015,20:36:02,Internet,Brookhaven,Georgia,30319,Solved,No
364429,comcast service,2015-06-25,25 June 2015,12:01:16,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No
364278,Poor customer service,2015-06-25,25 June 2015,11:27:09,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No
257067,Billed for service never received,2015-04-25,25 April 2015,15:28:33,Customer Care Call,Brookline,Massachusetts,2446,Closed,No
329486,Comcast,2015-08-06,06 August 2015,20:16:38,Customer Care Call,Brookline,Massachusetts,2446,Solved,No
255676,disrupted internet service,2015-04-24,24 April 2015,15:19:57,Internet,Broomfield,Colorado,80020,Closed,No
361430,Comcast Billing / Speed Issues,2015-06-24,24 June 2015,11:30:14,Internet,Broomfield,Colorado,80020,Pending,No
362230,Have to bundle services to get advertised proce.,2015-06-24,24 June 2015,14:45:05,Customer Care Call,Broomfield,Colorado,80021,Solved,No
367225,Comcast policies,2015-06-25,25 June 2015,22:33:19,Internet,Broomfield,Colorado,80021,Open,No
370637,Internet Throttling,2015-06-27,27 June 2015,22:51:38,Internet,Broomfield,Colorado,80021,Pending,No
370930,Unfair Billing Practices,2015-06-28,28 June 2015,13:39:59,Internet,Broomfield,Colorado,80023,Solved,No
233950,Cocmast billing issues,2015-04-14,14 April 2015,09:56:53,Internet,Brunswick,Georgia,31525,Closed,No
346447,Comcast service that didn't work,2015-06-17,17 June 2015,16:23:56,Customer Care Call,Brunswick,Georgia,31523,Solved,Yes
360896,Data Limit,2015-06-24,24 June 2015,07:51:36,Customer Care Call,Brunswick,Maine,4011,Closed,No
358891,Pricing is not competive,2015-06-23,23 June 2015,15:15:55,Customer Care Call,Buford,Georgia,30519,Solved,No
358669,comcast billing practices-unfair,2015-06-23,23 June 2015,14:30:03,Customer Care Call,Buford,Georgia,30519,Pending,No
337181,Comcast,2015-12-06,06 December 2015,14:22:35,Customer Care Call,Burien,Washington,98146,Solved,No
369878,Slow Internet,2015-06-27,27 June 2015,12:07:30,Customer Care Call,Burlington,Vermont,5401,Solved,No
275759,Internet Service,2015-06-05,05 June 2015,12:14:27,Customer Care Call,Burlington,West Virginia,26710,Closed,No
258369,Xfinity False Advertisement,2015-04-27,27 April 2015,10:38:01,Customer Care Call,Burnsville,Minnesota,55337,Closed,No
362348,Comcast - constantly low speeds 'miscommunication' about billing errors. Not responding to complaints.,2015-06-24,24 June 2015,15:17:05,Internet,Burnsville,Minnesota,55306,Solved,No
265612,Comcast HBO-Go Application and Sony Products,2015-04-29,29 April 2015,23:04:49,Internet,Burr Ridge,Illinois,60527,Closed,No
249466,Never resolved problem with Comcast,2015-04-22,22 April 2015,08:45:14,Internet,Burr Ridge,Illinois,60527,Open,No
276254,Slow Speed with the entire connection,2015-06-05,05 June 2015,14:20:38,Internet,Buzzards Bay,Massachusetts,2532,Solved,No
360678,Comcast Possibly Throttling my Internet,2015-06-24,24 June 2015,01:00:18,Internet,Camas,Washington,98682,Solved,No
232947,Comcast sucks,2015-04-13,13 April 2015,16:51:51,Internet,Cambridge,Maryland,21613,Closed,No
223515,Issues with Comcast regarding service billing etc,2015-08-04,04 August 2015,10:48:14,Customer Care Call,Cambridge,Massachusetts,2138,Closed,No
250591,Internet/TV Billing,2015-04-22,22 April 2015,15:42:39,Internet,Cambridge,Massachusetts,2138,Closed,No
301085,difficulty to cancel services before moving,2015-05-21,21 May 2015,12:10:49,Internet,Cambridge,Massachusetts,2141,Solved,No
340458,Comcast Incompetence/Lies/Robbery,2015-06-15,15 June 2015,09:14:44,Customer Care Call,Cambridge,Massachusetts,2138,Open,No
357799,"Comcast is ""forcing"" bundles on me while silently raising my bill",2015-06-23,23 June 2015,11:20:15,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No
363493,Internet Slowdown,2015-06-24,24 June 2015,21:27:50,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No
365561,Comcast price,2015-06-25,25 June 2015,14:38:54,Customer Care Call,Cambridge,Massachusetts,2139,Solved,No
351820,Comcast fails to fulfill request for Internet service,2015-06-19,19 June 2015,13:16:40,Internet,Camino,California,95709,Open,No
315997,Hidden Product Installation Fee,2015-05-31,31 May 2015,20:27:53,Customer Care Call,Camp Hill,Pennsylvania,17011,Solved,No
354888,2 months and Comcast has not fixed problem,2015-06-21,21 June 2015,20:57:27,Internet,Cane Ridge,Tennessee,37013,Solved,No
322409,FCC Complaint against comcast/xfinity on providing false information.,2015-03-06,06 March 2015,22:20:53,Customer Care Call,Canonsburg,Pennsylvania,15317,Solved,No
300123,Comcast internet,2015-05-20,20 May 2015,17:47:44,Customer Care Call,Canton,Georgia,30114,Open,No
300124,Comcast internet,2015-05-20,20 May 2015,17:47:50,Internet,Canton,Georgia,30114,Closed,No
306406,service issues,2015-05-26,26 May 2015,09:13:17,Customer Care Call,Canton,Georgia,30114,Solved,No
309491,Comcast Xfinity 300G over charge,2015-05-27,27 May 2015,14:28:05,Customer Care Call,Canton,Georgia,30115,Solved,No
321367,Internet Availability,2015-03-06,06 March 2015,15:05:12,Customer Care Call,Canton,Georgia,30114,Solved,No
321463,Comcast Usage Caps,2015-03-06,06 March 2015,15:36:13,Customer Care Call,Canton,Georgia,30115,Solved,No
323066,Comcast Data Usage Caps,2015-04-06,06 April 2015,12:04:25,Internet,Canton,Georgia,30115,Solved,No
360511,Data Caps and the Extortion Methods of Comcast,2015-06-23,23 June 2015,23:22:33,Customer Care Call,Canton,Georgia,30114,Solved,Yes
260759,No internet service,2015-04-28,28 April 2015,09:43:57,Internet,Canton,Michigan,48187,Closed,No
216625,No service,2015-03-04,04 March 2015,14:45:47,Internet,Canton,Michigan,48187,Closed,No
362490,Billing discrepencies and service termination hurdles,2015-06-24,24 June 2015,15:50:02,Internet,Canton,Michigan,48188,Solved,No
358063,Billing & Data Usage,2015-06-23,23 June 2015,12:22:28,Internet,Canton,Mississippi,39046,Solved,No
253400,Bait and switch unfulfilled incentives,2015-04-23,23 April 2015,17:02:06,Internet,Carbondale,Colorado,81623,Closed,No
361104,internet speed,2015-06-24,24 June 2015,09:58:36,Customer Care Call,Carlisle,Pennsylvania,17013,Solved,No
240138,Comcast wont refund me for over charge,2015-04-16,16 April 2015,17:28:17,Customer Care Call,Carlsbad,California,92009,Closed,No
350243,comcast internet debacle,2015-06-18,18 June 2015,18:05:30,Internet,Carlton,Oregon,97111,Solved,No
363169,Price and performance manipulation by Comcast for ISP,2015-06-24,24 June 2015,18:46:43,Customer Care Call,Carmel,California,93923,Open,No
236498,Complaint against Comcast,2015-04-15,15 April 2015,10:26:22,Internet,Carmichael,California,95609,Closed,No
295722,Comcast Internet Speed,2015-05-18,18 May 2015,17:54:14,Customer Care Call,Carpentersville,Illinois,60110,Solved,Yes
339682,Comcast complaint,2015-06-14,14 June 2015,00:35:59,Customer Care Call,Carteret,New Jersey,7008,Solved,No
229565,Data Caps,2015-10-04,04 October 2015,17:12:37,Internet,Cartersville,Georgia,30121,Closed,Yes
255045,comcast unwilling to resolve data usage issue,2015-04-24,24 April 2015,12:24:51,Customer Care Call,Cartersville,Georgia,30120,Closed,No
255050,comcast unwilling to resolve data usage issue,2015-04-24,24 April 2015,12:26:29,Internet,Cartersville,Georgia,30120,Closed,No
258943,comcast data cap,2015-04-27,27 April 2015,13:17:13,Internet,Cartersville,Georgia,30121,Closed,No
263893,Comcast Data usage meter,2015-04-29,29 April 2015,12:20:31,Internet,Cartersville,Georgia,30120,Closed,No
374487,Comcast Internet Data Cap LIES,2015-06-30,30 June 2015,12:20:12,Customer Care Call,Cartersville,Georgia,30121,Pending,No
221430,Comcast promised $60 a month no fees charged $70 + $8 in fees,2015-07-04,04 July 2015,12:11:52,Internet,Castro Valley,California,94546,Closed,No
279279,Comcast Cable connection from street is underwater and structure is too high,2015-07-05,05 July 2015,19:52:46,Internet,Castro Valley,California,94552,Open,Yes
319702,West Coast Service Issues - Comcast,2015-02-06,06 February 2015,18:29:16,Customer Care Call,Cazadero,California,95421,Solved,No
369455,Comcast refuses to uhold contract for 2 years phone/internet,2015-06-26,26 June 2015,22:22:21,Customer Care Call,Cazadero,California,95421,Pending,No
362901,Comcast business internet is much more expensive that home internet.,2015-06-24,24 June 2015,17:16:41,Internet,Centennial,Colorado,80112,Solved,No
357454,Comcast Internet Usage Cap,2015-06-23,23 June 2015,02:37:42,Internet,Central City,Kentucky,42330,Solved,No
316295,Comcast poor service,2015-01-06,06 January 2015,10:19:34,Customer Care Call,Ceresco,Michigan,49033,Solved,No
293621,Comcast Corporation Data Caps,2015-05-16,16 May 2015,18:49:41,Customer Care Call,Chamblee,Georgia,30341,Solved,No
353861,comcast throttling my internet service,2015-06-20,20 June 2015,14:11:05,Customer Care Call,Champaign,Illinois,61821,Pending,No
219355,billing/service issues,2015-06-04,04 June 2015,12:39:13,Customer Care Call,Charleston,South Carolina,29422,Closed,No
244252,Unethical Charges,2015-04-20,20 April 2015,10:30:43,Customer Care Call,Charleston,South Carolina,29414,Closed,No
327188,Comcast Data Cap,2015-06-06,06 June 2015,23:01:47,Customer Care Call,Charleston,South Carolina,29414,Solved,No
327649,Comcast wrongfully autodrafted a final bill that was not yet adjusted,2015-07-06,06 July 2015,20:27:03,Customer Care Call,Charleston,South Carolina,29403,Closed,Yes
327672,Comcast Internet,2015-07-06,06 July 2015,21:26:44,Internet,Charleston,South Carolina,48230,Open,No
359201,Comcast data cap at 300GB,2015-06-23,23 June 2015,16:18:01,Customer Care Call,Charleston,South Carolina,29405,Pending,No
